algo,mdp,run,rho_hat
RVIQL,ring,687,1.0
RVIQL,ring,688,1.0
RVIQL,ring,689,1.0
RVIQL,ring,690,1.0
RVIQL,ring,691,1.0
RVIQL,ring,692,1.0
RVIQL,ring,693,1.0
RVIQL,ring,694,1.0
RVIQL,ring,695,1.0
RVIQL,ring,696,1.0
RVIQL,ring,697,1.0
RVIQL,ring,698,1.0
RVIQL,ring,699,1.0
RVIQL,ring,700,1.0
RVIQL,ring,701,1.0
RVIQL,ring,702,1.0
RVIQL,ring,703,1.0
RVIQL,ring,704,1.0
RVIQL,ring,705,1.0
RVIQL,ring,706,1.0
RVIQL,ring,707,1.0
RVIQL,ring,708,1.0
RVIQL,ring,709,1.0
RVIQL,ring,710,1.0
RVIQL,ring,711,1.0
RVIQL,ring,712,1.0
RVIQL,ring,713,1.0
RVIQL,ring,714,1.0
RVIQL,ring,715,1.0
RVIQL,ring,716,1.0
RVIQL,ring,717,1.0
RVIQL,ring,718,1.0
RVIQL,ring,719,1.0
RVIQL,ring,720,1.0
RVIQL,ring,721,1.0
RVIQL,ring,722,1.0
RVIQL,ring,723,1.0
RVIQL,ring,724,1.0
RVIQL,ring,725,1.0
RVIQL,ring,726,1.0
RVIQL,ring,727,1.0
RVIQL,ring,728,1.0
RVIQL,ring,729,1.0
RVIQL,ring,730,1.0
RVIQL,ring,731,1.0
RVIQL,ring,732,1.0
RVIQL,ring,733,1.0
RVIQL,ring,734,1.0
RVIQL,ring,735,1.0
RVIQL,ring,736,1.0
RVIQL,ring,737,1.0
RVIQL,ring,738,1.0
RVIQL,ring,739,1.0
RVIQL,ring,740,1.0
RVIQL,ring,741,1.0
RVIQL,ring,742,1.0
RVIQL,ring,743,1.0
RVIQL,ring,744,1.0
RVIQL,ring,745,1.0
RVIQL,ring,746,1.0
RVIQL,ring,747,1.0
RVIQL,ring,748,1.0
RVIQL,ring,749,1.0
RVIQL,ring,750,1.0
RVIQL,ring,751,1.0
RVIQL,ring,752,1.0
RVIQL,ring,753,1.0
RVIQL,ring,754,1.0
RVIQL,ring,755,1.0
RVIQL,ring,756,1.0
RVIQL,ring,757,1.0
RVIQL,ring,758,1.0
RVIQL,ring,759,1.0
RVIQL,ring,760,1.0
RVIQL,ring,761,1.0
RVIQL,ring,762,1.0
RVIQL,ring,763,1.0
RVIQL,ring,764,1.0
RVIQL,ring,765,1.0
RVIQL,ring,766,1.0
RVIQL,ring,767,1.0
RVIQL,ring,768,1.0
RVIQL,ring,769,1.0
RVIQL,ring,770,1.0
RVIQL,ring,771,1.0
RVIQL,ring,772,1.0
RVIQL,ring,773,1.0
RVIQL,ring,774,1.0
RVIQL,ring,775,1.0
RVIQL,ring,776,1.0
RVIQL,ring,777,1.0
RVIQL,ring,778,1.0
RVIQL,ring,779,1.0
RVIQL,ring,780,1.0
RVIQL,ring,781,1.0
RVIQL,ring,782,1.0
