algo,mdp,run,rho_empirical,rho_internal
DiffQL,access_control-automated,525,0.0,0.0
DiffQL,access_control-automated,526,0.0,0.0
DiffQL,access_control-automated,527,0.0,0.0
DiffQL,access_control-automated,528,0.0,0.0
DiffQL,access_control-automated,529,0.0,0.0
DiffQL,access_control-automated,530,0.0,0.0
DiffQL,access_control-automated,531,0.0,0.0
DiffQL,access_control-automated,532,0.0,0.0
DiffQL,access_control-automated,533,0.0,0.0
DiffQL,access_control-automated,534,0.0,0.0
DiffQL,access_control-automated,535,0.0,0.0
DiffQL,access_control-automated,536,0.0,0.0
DiffQL,access_control-automated,537,0.0,0.0
DiffQL,access_control-automated,538,0.0,0.0
DiffQL,access_control-automated,539,0.0,0.0
DiffQL,access_control-automated,540,0.0,0.0
DiffQL,access_control-automated,541,0.0,0.0
DiffQL,access_control-automated,542,0.0,0.0
DiffQL,access_control-automated,543,0.0,0.0
DiffQL,access_control-automated,544,0.0,0.0
DiffQL,access_control-automated,545,0.0,0.0
DiffQL,access_control-automated,546,0.0,0.0
DiffQL,access_control-automated,547,0.0,0.0
DiffQL,access_control-automated,548,0.0,0.0
DiffQL,access_control-automated,549,0.0,0.0
DiffQL,access_control-automated,550,0.0,0.0
DiffQL,access_control-automated,551,0.0,0.0
DiffQL,access_control-automated,552,0.0,0.0
DiffQL,access_control-automated,553,0.0,0.0
DiffQL,access_control-automated,554,0.0,0.0
DiffQL,access_control-automated,555,0.0,0.0
DiffQL,access_control-automated,556,0.0,0.0
DiffQL,access_control-automated,557,0.0,0.0
DiffQL,access_control-automated,558,0.0,0.0
DiffQL,access_control-automated,559,0.0,0.0
DiffQL,access_control-automated,560,0.0,0.0
DiffQL,access_control-automated,561,0.0,0.0
DiffQL,access_control-automated,562,0.0,0.0
DiffQL,access_control-automated,563,0.0,0.0
DiffQL,access_control-automated,564,0.0,0.0
DiffQL,access_control-automated,565,0.0,0.0
DiffQL,access_control-automated,566,0.0,0.0
DiffQL,access_control-automated,567,0.0,0.0
DiffQL,access_control-automated,568,0.0,0.0
DiffQL,access_control-automated,569,0.0,0.0
DiffQL,access_control-automated,570,0.0,0.0
DiffQL,access_control-automated,571,0.0,0.0
DiffQL,access_control-automated,572,0.0,0.0
DiffQL,access_control-automated,573,0.0,0.0
DiffQL,access_control-automated,574,0.0,0.0
DiffQL,access_control-automated,575,0.0,0.0
DiffQL,access_control-automated,576,0.0,0.0
DiffQL,access_control-automated,577,0.0,0.0
DiffQL,access_control-automated,578,0.0,0.0
DiffQL,access_control-automated,579,0.0,0.0
DiffQL,access_control-automated,580,0.0,0.0
DiffQL,access_control-automated,581,0.0,0.0
DiffQL,access_control-automated,582,0.0,0.0
DiffQL,access_control-automated,583,0.0,0.0
DiffQL,access_control-automated,584,0.0,0.0
DiffQL,access_control-automated,585,0.0,0.0
DiffQL,access_control-automated,586,0.0,0.0
DiffQL,access_control-automated,587,0.0,0.0
DiffQL,access_control-automated,588,0.0,0.0
DiffQL,access_control-automated,589,0.0,0.0
DiffQL,access_control-automated,590,0.0,0.0
DiffQL,access_control-automated,591,0.0,0.0
DiffQL,access_control-automated,592,0.0,0.0
DiffQL,access_control-automated,593,0.0,0.0
DiffQL,access_control-automated,594,0.0,0.0
DiffQL,access_control-automated,595,0.0,0.0
DiffQL,access_control-automated,596,0.0,0.0
DiffQL,access_control-automated,597,0.0,0.0
DiffQL,access_control-automated,598,0.0,0.0
DiffQL,access_control-automated,599,0.0,0.0
DiffQL,access_control-automated,600,0.0,0.0
DiffQL,access_control-automated,601,0.0,0.0
DiffQL,access_control-automated,602,0.0,0.0
